SKU_Input,PartNum,ProductName,DBP_ex_GST,DBP_inc_GST,RRP_ex_GST,RRP_inc_GST,Available_SYD,Available_MEL,Available_BRS,Available_ADL,Available_WA,Status
NWG-WGT260061,NWG-WGT260061,WatchGuard Standard Support for Firebox T25-W - 1-Year,344,378.4,1156.36,1272,0,0,0,0,0,OK
NWG-WGT260063,NWG-WGT260063,WatchGuard Standard Support for Firebox T25-W - 3-Year,572,629.2,1535.45,1689,0,0,0,0,0,OK
NWG-WGT260065,NWG-WGT260065,WatchGuard Standard Support for Firebox T25-W - 5-Year,898,987.8,1999.09,2199,0,0,0,0,0,OK
NWG-WGT260071,NWG-WGT260071,WatchGuard Basic Security Suite for Firebox T25-W - 1-Year,520,572,1462.73,1609,0,0,0,0,0,OK
NWG-WGT260073,NWG-WGT260073,WatchGuard Basic Security Suite for Firebox T25-W - 3-Year,1156,1271.6,2200,2420,0,0,0,0,0,OK
NWG-WGT260075,NWG-WGT260075,WatchGuard Basic Security Suite for Firebox T25-W - 5-Year,2036,2239.6,3544.55,3899,0,0,0,0,0,OK
NWG-WGT260081,NWG-WGT260081,WatchGuard Total Security Suite for Firebox T25-W - 1-Year,1015,1116.5,2018.18,2220,0,0,0,0,0,OK
NWG-WGT260083,NWG-WGT260083,WatchGuard Total Security Suite for Firebox T25-W - 3-Year,2275,2502.5,3638.18,4002,0,0,0,0,0,OK
NWG-WGT260085,NWG-WGT260085,WatchGuard Total Security Suite for Firebox T25-W - 5-Year,4065,4471.5,6299.09,6929,0,0,0,0,0,OK
NWG-WGT260203,,,,,,,,,,,,NOT FOUND
NWG-WGT260205,,,,,,,,,,,,NOT FOUND
NWG-WGT260211,,,,,,,,,,,,NOT FOUND
NWG-WGT260213,,,,,,,,,,,,NOT FOUND
NWG-WGT260215,,,,,,,,,,,,NOT FOUND
NWG-WGT49000-AU,NWG-WGT49000-AU,WatchGuard Firebox T45-CW  Appliance Only (AU) – License Not Included (Requires Separate WG License Purchase),1093,1202.3,1180.44,1298.484,0,2,2,0,9,OK
NWG-WGT490061,NWG-WGT490061,WatchGuard Standard Support for Firebox T45-CW - 1-Year,610,671,2374.92,2612.412,0,0,0,0,0,OK
NWG-WGT490063,NWG-WGT490063,WatchGuard Standard Support for Firebox T45-CW - 3-Year,1071,1178.1,3007.8,3308.58,0,0,0,0,0,OK
NWG-WGT490065,NWG-WGT490065,WatchGuard Standard Support for Firebox T45-CW - 5-Year,1717,1888.7,3912.84,4304.124,0,0,0,0,0,OK
NWG-WGT490071,NWG-WGT490071,WatchGuard Basic Security Suite for Firebox T45-CW - 1-Year,979,1076.9,2887.92,3176.712,0,0,0,0,0,OK
NWG-WGT490073,NWG-WGT490073,WatchGuard Basic Security Suite for Firebox T45-CW - 3-Year,2227,2449.7,4621.32,5083.452,0,0,0,0,0,OK
NWG-WGT490075,NWG-WGT490075,WatchGuard Basic Security Suite for Firebox T45-CW - 5-Year,4017,4418.7,7117.2,7828.92,0,0,0,0,0,OK
NWG-WGT490081,NWG-WGT490081,WatchGuard Total Security Suite for Firebox T45-CW - 1-Year,1945,2139.5,3611.52,3972.672,0,0,0,0,0,OK
NWG-WGT490083,NWG-WGT490083,WatchGuard Total Security Suite for Firebox T45-CW - 3-Year,4466,4912.6,7727.4,8500.14,0,0,0,0,0,OK
NWG-WGT490085,NWG-WGT490085,WatchGuard Total Security Suite for Firebox T45-CW - 5-Year,8008,8808.8,12680.28,13948.308,0,0,0,0,0,OK
NWG-WGT490201,,,,,,,,,,,,NOT FOUND
NWG-WGT490203,,,,,,,,,,,,NOT FOUND
NWG-WGT490205,,,,,,,,,,,,NOT FOUND
NWG-WGT490211,,,,,,,,,,,,NOT FOUND
NWG-WGT490213,,,,,,,,,,,,NOT FOUND
NWG-WGT490215,,,,,,,,,,,,NOT FOUND
NWG-WGT47000-AU,NWG-WGT47000-AU,WatchGuard Firebox T45-PoE  Appliance Only (AU) – License Not Included (Requires Separate WG License Purchase),734,807.4,792.72,871.992,65,3,6,8,1,OK
NWG-WGT470061,NWG-WGT470061,WatchGuard Standard Support for Firebox T45-PoE - 1-Year,514,565.4,1917.27,2109,0,0,0,0,0,OK
NWG-WGT470063,NWG-WGT470063,WatchGuard Standard Support for Firebox T45-PoE - 3-Year,840,924,2399.09,2639,0,0,0,0,0,OK
NWG-WGT470065,NWG-WGT470065,WatchGuard Standard Support for Firebox T45-PoE - 5-Year,1314,1445.4,3099.09,3409,0,0,0,0,0,OK
NWG-WGT470071,NWG-WGT470071,WatchGuard Basic Security Suite for Firebox T45-PoE - 1-Year,785,863.5,2317.27,2549,0,0,0,0,0,OK
NWG-WGT470073,NWG-WGT470073,WatchGuard Basic Security Suite for Firebox T45-PoE - 3-Year,1683,1851.3,3635.45,3999,0,0,0,0,0,OK
NWG-WGT470075,NWG-WGT470075,WatchGuard Basic Security Suite for Firebox T45-PoE - 5-Year,2980,3278,5535.45,6089,0,0,0,0,0,OK
NWG-WGT470081,NWG-WGT470081,WatchGuard Total Security Suite for Firebox T45-PoE - 1-Year,1387,1525.7,3344.55,3679,0,0,0,0,0,OK
NWG-WGT470083,NWG-WGT470083,WatchGuard Total Security Suite for Firebox T45-PoE - 3-Year,3140,3454,6017.27,6619,0,0,0,0,0,OK
NWG-WGT470085,NWG-WGT470085,WatchGuard Total Security Suite for Firebox T45-PoE - 5-Year,5821,6403.1,9844.55,10829,0,0,0,0,0,OK
NWG-WGT470203,,,,,,,,,,,,NOT FOUND
NWG-WGT470205,,,,,,,,,,,,NOT FOUND
NWG-WGT470211,,,,,,,,,,,,NOT FOUND
NWG-WGT470213,,,,,,,,,,,,NOT FOUND
NWG-WGT470215,,,,,,,,,,,,NOT FOUND
NWG-WGT48000-AU,NWG-WGT48000-AU,WatchGuard Firebox T45-W-PoE  Appliance Only (AU) – License Not Included (Requires Separate WG License Purchase),954,1049.4,1030.32,1133.352,18,0,4,1,3,OK
NWG-WGT480061,NWG-WGT480061,WatchGuard Standard Support for Firebox T45-W-PoE - 1-Year,657,722.7,2129.09,2342,0,0,0,0,0,OK
NWG-WGT480063,NWG-WGT480063,WatchGuard Standard Support for Firebox T45-W-PoE - 3-Year,1093,1202.3,2690,2959,0,0,0,0,0,OK
NWG-WGT480065,NWG-WGT480065,WatchGuard Standard Support for Firebox T45-W-PoE - 5-Year,1702,1872.2,3699.09,4069,0,0,0,0,0,OK
NWG-WGT480071,NWG-WGT480071,WatchGuard Basic Security Suite for Firebox T45-W-PoE - 1-Year,1007,1107.7,2579.09,2837,0,0,0,0,0,OK
NWG-WGT480073,NWG-WGT480073,WatchGuard Basic Security Suite for Firebox T45-W-PoE - 3-Year,2188,2406.8,4353.64,4789,0,0,0,0,0,OK
NWG-WGT480075,NWG-WGT480075,WatchGuard Basic Security Suite for Firebox T45-W-PoE - 5-Year,3885,4273.5,6653.64,7319,0,0,0,0,0,OK
NWG-WGT480081,NWG-WGT480081,WatchGuard Total Security Suite for Firebox T45-W-PoE - 1-Year,1924,2116.4,3999.09,4399,0,0,0,0,0,OK
NWG-WGT480083,NWG-WGT480083,WatchGuard Total Security Suite for Firebox T45-W-PoE - 3-Year,4297,4726.7,7208.18,7929,0,0,0,0,0,OK
NWG-WGT480085,NWG-WGT480085,WatchGuard Total Security Suite for Firebox T45-W-PoE - 5-Year,7667,8433.7,11780.91,12959,0,0,0,0,0,OK
NWG-WGT480201,,,,,,,,,,,,NOT FOUND
NWG-WGT480203,,,,,,,,,,,,NOT FOUND
NWG-WGT480205,,,,,,,,,,,,NOT FOUND
NWG-WGT480211,,,,,,,,,,,,NOT FOUND
NWG-WGT480213,,,,,,,,,,,,NOT FOUND
NWG-WGT480215,,,,,,,,,,,,NOT FOUND
